rookie_season,No.,Round,Pick,Player,College,Pos
2009,19,4,27,Austin Collie,Brigham Young,WR
2009,20,5,4,Johnny Knox,Abilene Christian,WR
2009,21,5,5,Kenny McKinley,South Carolina,WR
2009,22,5,8,Jarett Dillard,Rice,WR
2009,23,5,24,Brooks Foster,North Carolina,WR
2009,24,6,2,Quinten Lawrence,McNeese State,WR
2009,25,6,21,Brandon Gibson,Washington State,WR
2009,26,6,33,Dominique Edison,Stephen F. Austin,WR
2009,27,7,15,Demetrius Byrd,Louisiana State,WR
2009,28,7,20,Manuel Johnson,Oklahoma,WR
2009,29,7,23,Julian Edelman,Kent State,WR
2009,30,7,24,Sammie Stroughter,Oregon State,WR
2009,31,7,34,Marko Mitchell,Nevada,WR
2009,32,7,42,Derek Kinder,Pittsburgh,WR
2009,33,7,43,Freddie Brown,Utah,WR
2009,34,7,44,Tiquan Underwood,Rutgers,WR
2008,1,2,2,Donnie Avery,Houston,WR
2008,2,2,3,Devin Thomas,Michigan State,WR
2008,3,2,5,Jordy Nelson,Kansas State,WR
2008,4,2,10,James Hardy,Indiana,WR
2008,5,2,11,Eddie Royal,Virginia Tech,WR
2008,6,2,15,Jerome Simpson,Coastal Carolina,WR
2008,7,2,18,DeSean Jackson,California,WR
2008,8,2,20,Malcolm Kelly,Oklahoma,WR
2008,9,2,22,Limas Sweed,Texas,WR
2008,10,2,27,Dexter Jackson,Appalachian State,WR
2008,11,3,7,Earl Bennett,Vanderbilt,WR
2008,12,3,18,Early Doucet,Louisiana State,WR
2008,13,3,21,Harry Douglas,Louisville,WR
2008,14,3,32,Mario Manningham,Michigan,WR
2008,15,3,34,Andre Caldwell,Florida,WR
2008,16,4,6,William Franklin,Missouri,WR
2008,17,4,7,Marcus Smith,New Mexico,WR
2008,18,4,26,Arman Shields,Richmond,WR
2008,19,4,27,Lavelle Hawkins,California,WR
2008,20,4,29,Keenan Burton,Kentucky,WR
2008,21,5,1,Kenneth Moore,Wake Forest,WR
2008,22,5,18,Matthew Slater,UCLA,WR
2008,23,6,5,Marcus Henry,Kansas,WR
2008,24,6,8,Josh Morgan,Virginia Tech,WR
2008,25,6,16,Kevin Robinson,Utah State,WR
2008,26,6,25,Paul Hubbard,Wisconsin,WR
2008,27,6,27,Jaymar Johnson,Jackson State,WR
2008,28,6,39,Pierre Garcon,Mount Union,WR
2008,29,7,8,Justin Harper,Virginia Tech,WR
2008,30,7,10,Brett Swain,San Diego State,WR
2008,31,7,17,Steve Johnson,Kentucky,WR
2008,32,7,19,Chaz Schilens,San Diego State,WR
2008,33,7,30,Adrian Arrington,Michigan,WR
2008,34,7,39,Mario Urrutia,Louisville,WR
2008,35,7,41,Marcus Monk,Arkansas,WR
2007,1,1,2,Calvin Johnson,Georgia Tech,WR
2007,2,1,9,Ted Ginn,Ohio State,WR
2007,3,1,23,Dwayne Bowe,Louisiana State,WR
2007,4,1,27,Robert Meachem,Tennessee,WR
2007,5,1,30,Craig Davis,Louisiana State,WR
2007,6,1,32,Anthony Gonzalez,Ohio State,WR
2007,7,2,12,Sidney Rice,South Carolina,WR
2007,8,2,13,Dwayne Jarrett,USC,WR
2007,9,2,19,Steve Smith,USC,WR
2007,10,3,9,Jacoby Jones,Lane,WR
2007,11,3,10,Yamon Figurs,Kansas State,WR
2007,12,3,11,Laurent Robinson,Illinois State,WR
2007,13,3,12,Jason Hill,Washington State,WR
2007,14,3,14,James Jones,San Jose State,WR
2007,15,3,15,Mike Walker,Central Florida,WR
2007,16,3,17,Paul Williams,Fresno State,WR
2007,17,3,36,Johnnie Lee Higgins,Texas-El Paso,WR
2007,18,4,19,Ryne Robinson,Miami (OH),WR
2007,19,4,29,Chris Davis,Florida State,WR
2007,20,5,5,Steve Breaston,Michigan,WR
2007,21,5,9,Aundrae Allison,East Carolina,WR
2007,22,5,20,David Clowney,Virginia Tech,WR
2007,23,5,32,Roy Hall,Ohio State,WR
2007,24,5,35,Legedu Naanee,Boise State,WR
2007,25,6,14,Joel Filani,Texas Tech,WR
2007,26,6,23,Courtney Taylor,Auburn,WR
2007,27,6,36,Jordan Kent,Oregon,WR
2007,28,7,17,Dallas Baker,Florida,WR
2007,29,7,19,John Broussard,San Jose State,WR
2007,30,7,23,Chandler Williams,Florida International,WR
2007,31,7,24,Syndric Steptoe,Arizona,WR
2007,32,7,25,Chansi Stuckey,Clemson,WR
2007,33,7,39,Derek Stanley,Wisconsin-Whitewater,WR
2007,34,7,44,Jonathan Holland,Louisiana Tech,WR
2006,1,1,25,Santonio Holmes,Ohio State,WR
2006,2,2,4,Chad Jackson,Florida,WR
2006,3,2,12,Sinorice Moss,Miami (FL),WR
2006,4,2,20,Greg Jennings,Western Michigan,WR
2006,5,2,25,Devin Hester,Miami (FL),WR
2006,6,3,14,Travis Wilson,Oklahoma,WR
2006,7,3,18,Derek Hagan,Arizona State,WR
2006,8,3,20,Brandon Williams,Wisconsin,WR
2006,9,3,26,Maurice Stovall,Notre Dame,WR
2006,10,3,31,Willie Reid,Florida State,WR
2006,11,4,6,Brad Smith,Missouri,WR
2006,12,4,7,Cory Rodgers,Texas Christian,WR
2006,13,4,12,Jason Avant,Michigan,WR
2006,14,4,14,Demetrius Williams,Oregon,WR
2006,15,4,18,Will Blackmon,Boston College,WR
2006,16,4,22,Brandon Marshall,Central Florida,WR
2006,17,4,28,Skyler Green,Louisiana State,WR
2006,18,4,33,Domenik Hixon,Akron,WR
2006,19,5,11,Marques Hagans,Virginia,WR
2006,20,5,14,Jeremy Bloom,Colorado,WR
2006,21,6,2,Mike Hass,Oregon State,WR
2006,22,6,3,Jonathan Orr,Wisconsin,WR
2006,23,6,6,Delanie Walker,Central Missouri State,WR
2006,24,6,15,Adam Jennings,Fresno State,WR
2006,25,6,21,Jeff Webb,San Diego State,WR
2006,26,7,1,Ethan Kilmer,Penn State,WR
2006,27,7,10,Todd Watkins,Brigham Young,WR
2006,28,7,23,Bennie Brazell,Louisiana State,WR
2006,29,7,25,Devin Aromashodu,Auburn,WR
2006,30,7,41,Ben Obomanu,Auburn,WR
2006,31,7,43,David Anderson,Colorado State,WR
2006,32,7,44,Marques Colston,Hofstra,WR
2006,33,7,47,Kevin McMahan,Maine,WR
2005,1,1,3,Braylon Edwards,Michigan,WR
2005,2,1,7,Troy Williamson,South Carolina,WR
2005,3,1,10,Mike Williams,USC,WR
2005,4,1,21,Matt Jones,Arkansas,WR
2005,5,1,22,Mark Clayton,Oklahoma,WR
2005,6,1,27,Roddy White,Alabama-Birmingham,WR
2005,7,2,3,Reggie Brown,Georgia,WR
2005,8,2,7,Mark Bradley,Oklahoma,WR
2005,9,2,23,Roscoe Parrish,Miami (FL),WR
2005,10,2,26,Terrence Murphy,Texas A&M,WR
2005,11,2,29,Vincent Jackson,Northern Colorado,WR
2005,12,3,4,Courtney Roby,Indiana,WR
2005,13,3,19,Chris Henry,West Virginia,WR
2005,14,3,32,Brandon Jones,Oklahoma,WR
2005,15,4,13,Jerome Mathis,Hampton,WR
2005,16,4,15,Craphonso Thorpe,Florida State,WR
2005,17,4,17,Chase Lyman,California,WR
2005,18,4,30,Fred Gibson,Georgia,WR
2005,19,4,35,Roydell Williams,Tulane,WR
2005,20,5,4,Airese Currie,Clemson,WR
2005,21,5,19,Larry Brackins,Pearl River C.C.,WR
2005,22,5,38,Rasheed Marshall,West Virginia,WR
2005,23,6,11,Chad Owens,Hawaii,WR
2005,24,6,16,Tab Perry,UCLA,WR
2005,25,6,18,Dante Ridgeway,Ball State,WR
2005,26,6,21,Craig Bragg,UCLA,WR
2005,27,7,9,Marcus Maxwell,Oregon,WR
2005,28,7,11,Paris Warren,Utah,WR
2005,29,7,12,LeRon McCoy,Indiana (PA),WR
2005,30,7,26,Harry Williams,Tuskegee,WR
2005,31,7,39,J.R. Russell,Louisville,WR
2004,1,1,3,Larry Fitzgerald,Pittsburgh,WR
2004,2,1,7,Roy Williams,Texas,WR
2004,3,1,9,Reggie Williams,Washington,WR
2004,4,1,13,Lee Evans,Wisconsin,WR
2004,5,1,15,Michael Clayton,Louisiana State,WR
2004,6,1,29,Michael Jenkins,Ohio State,WR
2004,7,1,31,Rashaun Woods,Oklahoma State,WR
2004,8,2,18,Devery Henderson,Louisiana State,WR
2004,9,2,22,Darius Watts,Marshall,WR
2004,10,2,30,Keary Colbert,USC,WR
2004,11,3,14,Derrick Hamilton,Clemson,WR
2004,12,3,15,Bernard Berrian,Fresno State,WR
2004,13,3,19,Devard Darling,Washington State,WR
2004,14,4,3,Carlos Francis,Texas Tech,WR
2004,15,4,9,Samie Parker,Oregon,WR
2004,16,4,12,Jerricho Cotchery,North Carolina State,WR
2004,17,4,24,Ernest Wilford,Virginia Tech,WR
2004,18,5,2,Johnnie Morant,Syracuse,WR
2004,19,5,17,Maurice Mann,Nevada,WR
2004,20,5,25,D.J. Hackett,Colorado,WR
2004,21,5,31,Drew Carter,Ohio State,WR
2004,22,5,32,P.K. Sam,Florida State,WR
2004,23,6,3,Jamaar Taylor,Texas A&M,WR
2004,24,6,4,Ryan Krause,Nebraska-Omaha,WR
2004,25,6,6,Triandos Luke,Alabama,WR
2004,26,6,30,Jeris McIntyre,Auburn,WR
2004,27,6,34,Clarence Moore,Northern Arizona,WR
2004,28,7,5,Mark Jones,Tennessee,WR
2004,29,7,10,Sloan Thomas,Texas,WR
2004,30,7,15,Patrick Crayton,Northwestern Oklahoma,WR
2004,31,7,43,Derek Abney,Kentucky,WR
2003,1,1,2,Charles Rogers,Michigan State,WR
2003,2,1,3,Andre Johnson,Miami (FL),WR
2003,3,1,17,Bryant Johnson,Penn State,WR
2003,4,2,12,Taylor Jacobs,Florida,WR
2003,5,2,13,Bethel Johnson,Texas A&M,WR
2003,6,2,22,Anquan Boldin,Florida State,WR
2003,7,2,28,Tyrone Calico,Middle Tennessee State,WR
2003,8,2,31,Teyo Johnson,Stanford,WR
2003,9,3,1,Kelley Washington,Tennessee,WR
2003,10,3,7,Nate Burleson,Nevada,WR
2003,11,3,10,Kevin Curtis,Utah State,WR
2003,12,3,31,Billy McMullen,Virginia,WR
2003,13,4,9,Shaun McDonald,Arizona State,WR
2003,14,4,27,Brandon Lloyd,Illinois,WR
2003,15,4,30,Sam Aiken,North Carolina,WR
2003,16,5,4,Bobby Wade,Arizona,WR
2003,17,5,8,Justin Gage,Missouri,WR
2003,18,5,23,Adrian Madise,Texas Christian,WR
2003,19,5,24,Jon Olinger,Cincinnati,WR
2003,20,5,32,Doug Gabriel,Central Florida,WR
2003,21,5,34,J.R. Tolver,San Diego State,WR
2003,22,6,2,David Kircus,Grand Valley State,WR
2003,23,6,13,Zuriel Smith,Hampton,WR
2003,24,6,23,LaTarence Dunbar,Texas Christian,WR
2003,25,6,24,Arnaz Battle,Notre Dame,WR
2003,26,6,26,Willie Ponder,Southeast Missouri State,WR
2003,27,6,30,Kareem Kelly,USC,WR
2003,28,6,38,David Tyree,Syracuse,WR
2003,29,7,7,Keenan Howry,Oregon,WR
2003,30,7,10,Taco Wallace,Kansas State,WR
2003,31,7,12,Walter Young,Illinois,WR
2003,32,7,17,Talman Gardner,Florida State,WR
2003,33,7,39,DeAndrew Rubin,South Florida,WR
2003,34,7,41,Kevin Walter,Eastern Michigan,WR
2003,35,7,42,Carl Ford,Toledo,WR
2003,36,7,46,Travis Anglin,Memphis,WR
2003,37,7,48,Ryan Hoag,Gustavus Adolphus,WR
2002,1,1,13,Donte' Stallworth,Tennessee,WR
2002,2,1,19,Ashley Lelie,Hawaii,WR
2002,3,1,20,Javon Walker,Florida State,WR
2002,4,2,1,Jabar Gaffney,Florida,WR
2002,5,2,4,Josh Reed,Louisiana State,WR
2002,6,2,14,Tim Carter,Auburn,WR
2002,7,2,15,Andre' Davis,Virginia Tech,WR
2002,8,2,16,Reche Caldwell,Florida,WR
2002,9,2,30,Antwaan Randle El,Indiana,WR
2002,10,2,31,Antonio Bryant,Pittsburgh,WR
2002,11,2,33,Deion Branch,Louisville,WR
2002,12,3,21,Marquis Walker,Michigan,WR
2002,13,3,22,Cliff Russell,Utah,WR
2002,14,3,30,Eric Crouch,Nebraska,WR
2002,15,4,25,Ron Johnson,Minnesota,WR
2002,16,5,7,Terry Charles,Portland State,WR
2002,17,5,9,Herb Haygood,Michigan State,WR
2002,18,5,14,Jason McAddley,Alabama,WR
2002,19,5,16,Jake Schifino,Akron,WR
2002,20,5,27,Freddie Milons,Alabama,WR
2002,21,5,35,Sam Simmons,Northwestern,WR
2002,22,6,12,Kahlil Hill,Iowa,WR
2002,23,6,23,LaMont Brightful,Eastern Washington,WR
2002,24,6,30,Lee Mays,Texas-El Paso,WR
2002,25,6,31,Jamin Elliott,Delaware,WR
2002,26,6,34,Javin Hunter,Notre Dame,WR
2002,27,6,36,Deveren Johnson,Sacred Heart,WR
2002,28,7,6,Michael Coleman,Widener,WR
2002,29,7,11,Kendall Newson,Middle Tennessee State,WR
2002,30,7,14,Darrell Hill,Northern Illinois,WR
2002,31,7,15,Daryl Jones,Miami (FL),WR
2002,32,7,33,David Givens,Notre Dame,WR
2002,33,7,39,Rodney Wright,Fresno State,WR
2002,34,7,43,Aaron Lockett,Kansas State,WR
2001,1,1,8,David Terrell,Michigan,WR
2001,2,1,9,Koren Robinson,North Carolina State,WR
2001,3,1,15,Rod Gardner,Clemson,WR
2001,4,1,16,Santana Moss,Miami (FL),WR
2001,5,1,25,Freddie Mitchell,UCLA,WR
2001,6,1,30,Reggie Wayne,Miami (FL),WR
2001,7,2,2,Quincy Morgan,Kansas State,WR
2001,8,2,5,Chad Johnson,Oregon State,WR
2001,9,2,10,Robert Ferguson,Texas A&M,WR
2001,10,2,21,Chris Chambers,Wisconsin,WR
2001,11,3,12,Steve Smith,Utah,WR
2001,12,3,15,Marvin Minnis,Florida State,WR
2001,13,4,21,Milton Wynn,Washington State,WR
2001,14,4,29,Justin McCareins,Northern Illinois,WR
2001,15,4,36,Cedric James,Texas Christian,WR
2001,16,5,5,Vinny Sutherland,Purdue,WR
2001,17,5,9,Alex Bannister,Eastern Kentucky,WR
2001,18,5,17,Scotty Anderson,Grambling State,WR
2001,19,5,22,Onomo Ojo,California-Davis,WR
2001,20,5,23,Darnerien McCants,Delaware State,WR
2001,21,5,28,Eddie Berlin,Northern Iowa,WR
2001,22,5,31,Jonathan Carter,Troy,WR
2001,23,6,3,Bobby Newcombe,Nebraska,WR
2001,24,6,6,Cedrick Wilson,Tennessee,WR
2001,25,6,27,Kevin Kasper,Iowa,WR
2001,26,6,34,Francis St. Paul,Northern Arizona,WR
2001,27,6,35,David Martin,Tennessee,WR
2001,28,7,4,T.J. Houshmandzadeh,Oregon State,WR
2001,29,7,8,John Capel,Florida,WR
2001,30,7,14,Reggie Germany,Ohio State,WR
2001,31,7,18,Chris Taylor,Texas A&M,WR
2001,32,7,29,Ken-Yon Rambo,Ohio State,WR
2001,33,7,35,Richmond Flowers,Chattanooga,WR
2001,34,7,36,Quentin McCord,Kentucky,WR
2001,35,7,45,Andre King,Miami (FL),WR
2000,1,1,4,Peter Warrick,Florida State,WR
2000,2,1,8,Plaxico Burress,Michigan State,WR
2000,3,1,10,Travis Taylor,Florida,WR
2000,4,1,21,Sylvester Morris,Jackson State,WR
2000,5,1,29,R. Jay Soward,USC,WR
2000,6,2,1,Dennis Northcutt,Arizona,WR
2000,7,2,5,Todd Pinkston,Southern Mississippi,WR
2000,8,2,16,Jerry Porter,West Virginia,WR
2000,9,3,4,Ron Dugans,Florida State,WR
2000,10,3,7,Dez White,Georgia Tech,WR
2000,11,3,8,Chris Cole,Texas A&M,WR
2000,12,3,11,Ron Dixon,Lambuth (TN),WR
2000,13,3,16,Laveranues Coles,Florida State,WR
2000,14,3,17,JaJuan Dawson,Tulane,WR
2000,15,3,18,Darrell Jackson,Florida,WR
2000,16,4,5,Gari Scott,Michigan State,WR
2000,17,4,9,Danny Farmer,UCLA,WR
2000,18,4,17,Trevor Gaylor,Miami (OH),WR
2000,19,4,20,Anthony Lucas,Arkansas,WR
2000,20,4,27,Avion Black,Tennessee State,WR
2000,21,5,14,Windrell Hayes,USC,WR
2000,22,5,22,Joey Jamison,Texas Southern,WR
2000,23,5,25,Muneer Moore,Richmond,WR
2000,24,5,36,Troy Walters,Stanford,WR
2000,25,6,6,Mareno Philyaw,Troy,WR
2000,26,6,9,James Williams,Marshall,WR
2000,27,6,30,Emanuel Smith,Arkansas,WR
2000,28,6,34,Sherrod Gideon,Southern Mississippi,WR
2000,29,7,2,Desmond Kitchings,Furman,WR
2000,30,7,27,Drew Haddad,Buffalo,WR
2000,31,7,36,Charles Lee,Central Florida,WR
2000,32,7,40,Leroy Fields,Jackson State,WR
2000,33,7,44,Ethan Howell,Oklahoma State,WR
1999,1,1,6,Torry Holt,North Carolina State,WR
1999,2,1,8,David Boston,Ohio State,WR
1999,3,1,13,Troy Edwards,Louisiana Tech,WR
1999,4,2,1,Kevin Johnson,Syracuse,WR
1999,5,2,22,Peerless Price,Tennessee,WR
1999,6,3,10,D'Wayne Bates,Northwestern,WR
1999,7,3,17,Marty Booker,N.E. Louisiana,WR
1999,8,3,21,Karsten Bailey,Auburn,WR
1999,9,3,32,Travis McGriff,Florida,WR
1999,10,4,3,Craig Yeast,Kentucky,WR
1999,11,4,7,Dameane Douglas,California,WR
1999,12,4,10,Brandon Stokley,Southwestern Louisiana,WR
1999,13,4,13,Larry Parker,USC,WR
1999,14,4,23,Wane McGarity,Texas,WR
1999,15,4,35,Na Brown,North Carolina,WR
1999,16,5,15,Darrin Chiaverini,Colorado,WR
1999,17,5,19,Charlie Rogers,Georgia Tech,WR
1999,18,5,31,Eugene Baker,Kent State,WR
1999,19,5,33,Malcolm Johnson,Notre Dame,WR
1999,20,6,2,Tai Streets,Michigan,WR
1999,21,6,17,Darran Hall,Colorado State,WR
1999,22,6,24,MarTay Jenkins,Nebraska-Omaha,WR
1999,23,6,27,Dee Miller,Ohio State,WR
1999,24,6,32,Troy Smith,East Carolina,WR
1999,25,6,35,Chad Plummer,Cincinnati,WR
1999,26,7,7,Donald Driver,Alcorn State,WR
1999,27,7,11,Tim Alexander,Oregon State,WR
1999,28,7,12,Billy Miller,USC,WR
1999,29,7,15,Sulecio Sanford,Middle Tennessee State,WR
1999,30,7,34,Darnell McDonald,Kansas State,WR
1999,31,7,35,Sean Morey,Brown,WR
1999,32,7,41,Rondel Menendez,Eastern Kentucky,WR
1998,1,1,16,Kevin Dyson,Utah,WR
1998,2,1,21,Randy Moss,Marshall,WR
1998,3,1,30,Marcus Nash,Tennessee,WR
1998,4,2,2,Jerome Pathon,Washington,WR
1998,5,2,4,Jacquez Green,Florida,WR
1998,6,2,12,Patrick Johnson,Oregon,WR
1998,7,2,20,Germane Crowell,Virginia,WR
1998,8,2,22,Tony Simmons,Wisconsin,WR
1998,9,2,25,Joe Jurevicius,Penn State,WR
1998,10,2,29,Mikhael Ricks,Stephen F. Austin,WR
1998,11,3,9,Brian Alford,Purdue,WR
1998,12,3,10,E.G. Green,Florida State,WR
1998,13,3,13,Jammi German,Miami (FL),WR
1998,14,3,21,Larry Shannon,East Carolina,WR
1998,15,3,31,Hines Ward,Georgia,WR
1998,16,4,4,Az Hakim,San Diego State,WR
1998,17,4,14,Donald Hayes,Wisconsin,WR
1998,18,4,22,Tim Dwight,Iowa,WR
1998,19,5,27,Corey Bradford,Jackson State,WR
1998,20,6,7,Fred Coleman,Washington,WR
1998,21,6,14,Jason Tucker,Texas Christian,WR
1998,22,6,16,Bobby Shaw,California,WR
1998,23,6,17,Patrick Palmer,Northwestern State (LA),WR
1998,24,6,21,Chris Brazzell,Angelo State,WR
1998,25,7,3,Alvis Whitted,North Carolina State,WR
1998,26,7,4,Phil Savoy,Colorado,WR
1998,27,7,15,Andy McCullough,Tennessee,WR
1998,28,7,26,Ryan Thelwell,Minnesota,WR
1998,29,7,39,Jim Turner,Syracuse,WR
1998,30,7,45,Kio Sanford,Kentucky,WR
1998,31,7,49,Kamil Loud,Cal Poly-San Luis Obispo,WR
1997,1,1,7,Ike Hilliard,Florida,WR
1997,2,1,15,Yatil Green,Miami (FL),WR
1997,3,1,16,Reidel Anthony,Florida,WR
1997,4,1,27,Rae Carruth,Colorado,WR
1997,5,2,16,Joey Kent,Tennessee,WR
1997,6,2,17,Kevin Lockett,Kansas State,WR
1997,7,2,23,Will Blackwell,San Diego State,WR
1997,8,3,28,Dedric Ward,Northern Iowa,WR
1997,9,4,2,Derrick Mason,Michigan State,WR
1997,10,4,12,Marcus Robinson,South Carolina,WR
1997,11,4,19,Albert Connell,Texas A&M,WR
1997,12,4,20,Keith Poole,Arizona State,WR
1997,13,4,31,Macey Brooks,James Madison,WR
1997,14,5,9,Chad Carpenter,Washington State,WR
1997,15,5,20,Nathaniel Jacquet,San Diego State,WR
1997,16,6,7,Brian Manning,Stanford,WR
1997,17,6,20,Robert Tate,Cincinnati,WR
1997,18,6,27,Antwuan Wyatt,Bethune-Cookman,WR
1997,19,6,29,Tony Gaiter,Miami (FL),WR
1997,20,6,32,Isaac Byrd,Kansas,WR
1997,21,6,34,Nigea Carter,Michigan State,WR
1997,22,7,12,Chris Miller,USC,WR
1997,23,7,22,Michael Adams,Texas,WR
1997,24,7,31,Marcus Harris,Wyoming,WR
1997,25,7,34,Matthew Hatchette,Langston,WR
1996,1,1,1,Keyshawn Johnson,USC,WR
1996,2,1,7,Terry Glenn,Ohio State,WR
1996,3,1,18,Eddie Kennison,Louisiana State,WR
1996,4,1,19,Marvin Harrison,Syracuse,WR
1996,5,1,24,Eric Moulds,Mississippi State,WR
1996,6,2,1,Alex Van Dyke,Nevada,WR
1996,7,2,4,Amani Toomer,Michigan,WR
1996,8,2,11,Bryan Still,Virginia Tech,WR
1996,9,2,13,Muhsin Muhammad,Michigan State,WR
1996,10,2,22,Bobby Engram,Penn State,WR
1996,11,2,26,Derrick Mayes,Notre Dame,WR
1996,12,3,28,Terrell Owens,Tennessee-Chattanooga,WR
1996,13,3,33,Stepfret Williams,N.E. Louisiana,WR
1996,14,4,15,Reggie Barlow,Alabama State,WR
1996,15,4,19,Charlie Jones,Fresno State,WR
1996,16,4,37,Jahine Arnold,Fresno State,WR
1996,17,5,3,Joe Horn,Itawamba C.C.,WR
1996,18,5,4,Mercury Hayes,Michigan,WR
1996,19,5,21,Jermaine Lewis,Maryland,WR
1996,20,5,27,Patrick Jeffers,Virginia,WR
1996,21,5,28,Iheanyi Uwaezukoe,California,WR
1996,22,5,33,Terry Guess,Gardner-Webb,WR
1996,23,6,9,Dietrich Jells,Pittsburgh,WR
1996,24,6,13,Nilo Silvan,Tennessee,WR
1996,25,6,18,Chris Doering,Florida,WR
1996,26,6,19,James Roe,Norfolk State,WR
1996,27,6,32,Philip Riley,Florida State,WR
1996,28,6,37,Toderick Malone,Alabama,WR
1996,29,7,8,Donnell Baker,Southern,WR
1996,30,7,18,Clarence Jones,Tennessee State,WR
1996,31,7,19,Gregory Spann,Jackson State,WR
1996,32,7,41,DeAndre Maxwell,San Diego State,WR
1996,33,7,42,Brice Hunter,Georgia,WR
1995,1,1,4,Michael Westbrook,Colorado,WR
1995,2,1,8,Joey Galloway,Ohio State,WR
1995,3,1,10,J.J. Stokes,UCLA,WR
1995,4,2,15,Frank Sanders,Auburn,WR
1995,5,2,29,Jimmy Oliver,Texas Christian,WR
1995,6,3,3,Chris Sanders,Ohio State,WR
1995,7,3,14,Chris T. Jones,Miami (FL),WR
1995,8,3,17,Tamarick Vanover,Florida State,WR
1995,9,3,26,Antonio Freeman,Virginia Tech,WR
1995,10,4,9,Tyrone Davis,Virginia,WR
1995,11,4,12,Eric Bjornson,Washington,WR
1995,12,4,15,Justin Armour,Stanford,WR
1995,13,4,18,Jack Jackson,Florida,WR
1995,14,5,1,Michael Senters,Northwestern,WR
1995,15,5,5,David Dunn,Fresno State,WR
1995,16,5,11,Roell Preston,Mississippi,WR
1995,17,5,13,Mike Miller,Notre Dame,WR
1995,18,5,22,Kez McCorvey,Florida State,WR
